observation_datetime,value
2026-03-18 14:00,71.27
2026-03-18 15:00,71.61
2026-03-18 18:00,71.27
2026-03-18 19:00,71.61
2026-03-19 07:00,72.26
2026-03-19 11:00,72.26
2026-03-20 16:00,72.14
2026-03-20 20:00,72.14
2026-03-23 07:00,69.31
2026-03-23 11:00,69.31
2026-03-25 11:00,71.25
2026-03-25 15:00,71.25
2026-03-30 07:00,72.00
2026-03-30 11:00,72.00
2026-04-01 09:00,67.54
2026-04-01 13:00,67.49
2026-04-01 15:00,67.51
2026-04-01 17:00,67.49
2026-04-01 19:00,67.51
2026-04-02 11:00,67.10
2026-04-02 14:00,67.97
2026-04-02 15:00,67.83
2026-04-02 16:00,67.85
2026-04-02 18:00,67.97
2026-04-02 19:00,67.83
2026-04-02 20:00,67.85
2026-04-08 10:00,68.40
2026-04-08 14:00,68.40
2026-04-09 11:00,69.25
2026-04-09 14:00,69.91
2026-04-09 15:00,69.50
2026-04-09 18:00,69.91
2026-04-09 19:00,69.50
2026-04-10 11:00,70.41
2026-04-10 14:00,70.30
2026-04-10 15:00,70.41
2026-04-10 18:00,70.30
2026-04-12 18:00,71.94
2026-04-12 22:00,71.94
2026-04-13 14:00,71.40
2026-04-13 18:00,71.40
2026-04-14 10:00,70.73
2026-04-14 11:00,71.17
2026-04-14 12:00,70.81
2026-04-14 14:00,70.53
2026-04-14 15:00,71.17
2026-04-14 16:00,70.81
2026-04-14 18:00,70.53
2026-04-15 10:00,71.04
2026-04-15 14:00,72.04
2026-04-15 18:00,72.04
2026-04-16 11:00,71.98
2026-04-16 15:00,71.82
2026-04-16 19:00,71.82
2026-04-17 14:00,69.42
2026-04-17 16:00,69.47
2026-04-17 18:00,69.42
2026-04-17 20:00,69.47
2026-04-20 14:00,70.46
2026-04-20 15:00,70.38
2026-04-20 18:00,70.46
2026-04-20 19:00,70.38
2026-04-21 14:00,70.18
2026-04-21 15:00,70.90
2026-04-21 18:00,70.18
2026-04-21 19:00,70.90
2026-04-23 11:00,71.00
2026-04-23 13:00,70.91
2026-04-23 15:00,71.00
2026-04-23 17:00,70.91
2026-04-24 11:00,71.13
2026-04-24 15:00,71.13
2026-04-27 10:00,71.60
2026-04-27 14:00,71.60
2026-04-28 01:00,72.10
2026-04-28 05:00,72.10
2026-04-28 14:00,70.75
2026-04-28 18:00,70.75
2026-04-30 11:00,71.11
2026-04-30 15:00,71.73
2026-04-30 19:00,71.73
2026-05-01 09:00,71.74
2026-05-01 12:00,71.51
2026-05-01 13:00,71.74
2026-05-01 14:00,71.93
2026-05-01 15:00,71.81
2026-05-01 16:00,71.51
2026-05-01 18:00,71.93
2026-05-01 19:00,71.81
2026-05-04 06:00,73.58
2026-05-04 10:00,73.58
2026-05-04 12:00,74.25
2026-05-04 15:00,74.35
2026-05-04 16:00,74.25
2026-05-04 19:00,74.35
2026-05-05 10:00,73.24
2026-05-05 14:00,73.24
2026-05-06 09:00,71.80
2026-05-06 10:00,71.73
2026-05-06 13:00,71.80
2026-05-06 14:00,71.73
2026-05-07 09:00,70.07
2026-05-07 13:00,70.42
2026-05-07 15:00,71.43
2026-05-07 16:00,70.87
2026-05-07 17:00,70.42
2026-05-07 19:00,71.43
2026-05-07 20:00,70.87
2026-05-08 11:00,72.63
2026-05-08 15:00,72.63
2026-05-11 12:00,74.07
2026-05-11 16:00,74.07
2026-05-12 10:00,74.94
2026-05-12 12:00,74.67
2026-05-12 14:00,74.94
2026-05-12 15:00,75.06
2026-05-12 16:00,74.67
2026-05-12 19:00,75.06
2026-05-15 15:00,74.42
2026-05-15 19:00,74.42
2026-05-18 10:00,74.60
2026-05-18 11:00,74.83
2026-05-18 14:00,74.60
2026-05-18 15:00,74.72
2026-05-18 19:00,74.72
2026-05-19 14:00,74.56
2026-05-19 18:00,74.56
2026-05-20 10:00,73.50
2026-05-20 11:00,72.49
2026-05-20 13:00,72.59
2026-05-20 14:00,73.50
2026-05-20 15:00,72.49
2026-05-20 17:00,72.59
2026-05-21 10:00,74.71
2026-05-21 13:00,73.25
2026-05-21 14:00,73.37
2026-05-21 17:00,73.25
2026-05-21 18:00,73.37
2026-05-22 09:00,72.83
2026-05-22 13:00,73.17
2026-05-26 13:00,72.50
2026-05-26 14:00,72.55
2026-05-26 15:00,72.44
2026-05-28 10:00,72.92
2026-05-28 13:00,72.90
2026-06-01 10:00,73.15
2026-06-01 13:00,72.52
2026-06-01 14:00,73.08
2026-06-02 09:00,73.20
2026-06-02 10:00,73.25
2026-06-02 12:00,73.48
2026-06-02 14:00,73.90
2026-06-05 15:00,73.06
2026-06-09 12:00,73.40
2026-06-09 13:00,73.79
2026-06-09 14:00,73.76
2026-06-09 15:00,73.58
2026-06-11 13:00,73.76
2026-06-11 14:00,73.84
2026-06-12 11:00,72.34
2026-06-12 15:00,72.10
2026-06-15 15:00,70.80
2026-06-16 10:00,69.72
2026-06-16 11:00,69.76
2026-06-16 12:00,69.52
2026-06-22 14:00,67.60
2026-06-23 10:00,67.47
2026-06-24 11:00,66.23
2026-06-25 07:00,66.10
2026-06-25 10:00,66.44
2026-06-25 12:00,66.73
2026-06-25 14:00,67.00
2026-06-26 12:00,65.71
2026-06-26 15:00,65.79
2026-06-26 16:00,65.80
2026-06-29 12:00,66.50
2026-06-29 15:00,66.20
2026-06-30 09:00,66.41
2026-06-30 12:00,66.01
2026-06-30 15:00,66.15
