observation_datetime,value
2026-03-18 15:00,74.04
2026-03-19 05:00,74.78
2026-03-19 12:00,74.08
2026-03-19 14:00,75.23
2026-03-19 17:00,75.10
2026-03-19 18:00,74.95
2026-03-19 19:00,74.31
2026-03-20 12:00,74.96
2026-03-20 17:00,75.49
2026-03-20 19:00,75.15
2026-03-20 20:00,74.83
2026-03-22 22:00,75.48
2026-03-23 11:00,73.86
2026-03-23 15:00,72.73
2026-03-23 16:00,72.67
2026-03-23 18:00,72.27
2026-03-24 18:00,74.82
2026-03-25 00:00,73.64
2026-03-25 10:00,73.24
2026-03-25 11:00,72.97
2026-03-27 02:00,74.16
2026-03-27 18:00,74.71
2026-03-27 19:00,74.57
2026-03-30 15:00,74.07
2026-03-30 16:00,73.78
2026-03-30 18:00,74.03
2026-03-31 13:00,73.71
2026-03-31 16:00,72.12
2026-03-31 18:00,72.02
2026-04-01 08:00,71.41
2026-04-01 11:00,71.51
2026-04-01 13:00,70.95
2026-04-01 14:00,70.63
2026-04-02 11:00,71.46
2026-04-02 12:00,71.23
2026-04-02 13:00,71.61
2026-04-02 14:00,70.77
2026-04-02 15:00,70.20
2026-04-06 08:00,70.80
2026-04-06 15:00,71.33
2026-04-06 18:00,71.92
2026-04-06 19:00,71.90
2026-04-06 20:00,72.00
2026-04-07 14:00,72.72
2026-04-07 15:00,73.00
2026-04-07 16:00,72.72
2026-04-07 19:00,71.77
2026-04-07 23:00,70.89
2026-04-08 00:00,71.03
2026-04-08 01:00,70.56
2026-04-08 08:00,71.69
2026-04-08 13:00,71.36
2026-04-08 14:00,71.56
2026-04-08 15:00,72.00
2026-04-08 16:00,72.15
2026-04-08 17:00,72.97
2026-04-09 13:00,72.32
2026-04-09 16:00,71.67
2026-04-10 15:00,72.88
2026-04-10 17:00,73.26
2026-04-12 23:00,73.91
2026-04-13 15:00,74.06
2026-04-13 16:00,73.79
2026-04-14 14:00,73.04
2026-04-14 19:00,72.70
2026-04-15 14:00,73.61
2026-04-15 15:00,74.28
2026-04-15 16:00,74.34
2026-04-15 17:00,74.26
2026-04-15 18:00,74.46
2026-04-17 09:00,73.45
2026-04-17 10:00,73.73
2026-04-17 12:00,72.55
2026-04-17 13:00,71.98
2026-04-17 15:00,72.18
2026-04-19 22:00,73.07
2026-04-20 12:00,73.93
2026-04-20 15:00,73.63
2026-04-21 12:00,73.27
2026-04-21 14:00,73.36
2026-04-21 16:00,73.37
2026-04-21 19:00,73.41
2026-04-22 18:00,73.41
2026-04-22 19:00,73.41
2026-04-23 09:00,74.03
2026-04-23 10:00,74.04
2026-04-23 12:00,73.50
2026-04-23 13:00,73.60
2026-04-23 16:00,73.38
