observation_datetime,value
2024-08-07 09:00,69.53
2024-09-10 07:00,69.38
2024-10-28 09:00,68.65
2024-11-11 17:00,68.89
2024-11-14 16:00,68.70
2024-11-25 16:00,68.19
2024-11-25 17:00,68.42
2024-11-26 14:00,68.78
2024-12-02 02:00,68.26
2024-12-18 17:00,68.15
2025-01-13 08:00,69.06
2025-01-14 09:00,69.18
2025-01-17 16:00,69.71
2025-01-29 15:00,68.52
2025-02-10 10:00,68.65
2025-02-25 18:00,67.48
2025-03-26 16:00,67.94
2025-03-28 13:00,67.78
2025-04-01 14:00,68.37
2025-04-01 15:00,68.43
2025-04-03 11:00,66.64
2025-04-03 12:00,66.18
2025-04-04 08:00,64.87
2025-04-04 10:00,63.96
2025-04-04 11:00,63.69
2025-04-04 12:00,63.71
2025-04-04 13:00,63.68
2025-04-04 14:00,63.42
2025-04-04 15:00,64.12
2025-04-07 07:00,63.10
2025-04-07 08:00,63.26
2025-04-07 09:00,63.10
2025-04-07 10:00,63.70
2025-04-07 13:00,64.35
2025-04-07 14:00,65.05
2025-04-09 10:00,63.05
2025-04-09 11:00,62.40
2025-04-09 12:00,62.73
2025-04-09 17:00,63.76
2025-04-10 12:00,63.82
2025-04-10 14:00,63.54
2025-04-15 13:00,64.76
2025-04-21 09:00,65.09
2025-04-22 09:00,65.72
2025-04-22 10:00,65.70
2025-04-22 11:00,65.67
2025-04-22 13:00,65.52
2025-04-23 09:00,66.26
2025-04-23 12:00,65.39
2025-04-23 16:00,65.19
2025-04-29 17:00,65.12
2025-04-30 16:00,63.68
2025-05-01 10:00,62.90
2025-05-01 11:00,63.02
2025-05-01 14:00,63.85
2025-05-06 09:00,64.48
2025-05-07 09:00,64.74
2025-05-08 13:00,64.35
2025-05-13 17:00,66.81
2025-05-13 19:00,66.61
2025-05-19 08:00,65.48
2025-05-19 10:00,65.48
2025-05-21 15:00,65.68
2025-05-23 12:00,64.75
2025-05-23 13:00,64.98
2025-05-23 14:00,65.42
2025-05-27 14:00,64.74
2025-05-29 15:00,64.34
2025-05-30 08:00,64.49
2025-06-09 18:00,65.80
2025-06-09 20:00,65.80
2025-06-10 09:00,65.90
2025-06-11 09:00,65.80
2025-06-11 10:00,65.96
2025-06-11 18:00,66.67
2025-06-13 13:00,67.72
2025-06-13 14:00,67.44
2025-06-13 15:00,67.20
2025-06-13 16:00,66.95
2025-06-13 17:00,67.33
2025-06-15 22:00,68.43
2025-06-16 12:00,67.55
2025-06-16 13:00,67.81
2025-06-16 14:00,67.26
2025-06-17 18:00,68.83
2025-06-23 15:00,69.47
2025-06-23 16:00,68.46
2025-06-23 17:00,67.44
2025-06-24 00:00,66.43
2025-06-24 07:00,66.84
2025-06-25 10:00,66.23
2025-06-27 18:00,65.73
2025-07-02 13:00,66.12
2025-07-09 13:00,66.95
2025-07-09 15:00,66.82
2025-07-14 16:00,67.00
2025-07-14 18:00,67.11
2025-07-30 08:00,68.08
2025-08-01 13:00,66.19
2025-08-05 14:00,65.71
2025-08-07 11:00,65.65
2025-08-07 14:00,65.42
2025-08-07 15:00,65.39
2025-08-08 09:00,65.42
2025-08-08 12:00,65.51
2025-08-08 18:00,65.14
2025-08-11 15:00,65.17
2025-08-11 18:00,65.33
2025-08-12 10:00,65.26
2025-08-18 09:00,65.60
2025-08-18 10:00,65.45
2025-08-18 12:00,65.61
2025-08-18 13:00,65.41
2025-08-18 15:00,65.65
2025-08-18 17:00,65.81
2025-08-19 13:00,65.39
2025-08-20 00:00,65.57
2025-08-22 00:00,66.24
2025-08-28 09:00,66.08
2025-08-28 10:00,66.10
2025-08-29 17:00,66.07
2025-09-03 09:00,67.13
2025-09-03 10:00,67.05
2025-09-03 12:00,66.98
2025-09-03 15:00,66.76
2025-09-04 19:00,66.08
2025-09-04 20:00,66.11
2025-09-08 13:00,65.91
2025-09-08 15:00,65.84
2025-09-09 12:00,66.22
2025-09-09 13:00,66.44
2025-09-09 18:00,66.01
2025-09-10 07:00,66.18
2025-09-10 16:00,66.69
2025-09-10 19:00,66.70
2025-09-10 20:00,66.66
2025-09-11 08:00,66.49
2025-09-11 18:00,65.85
2025-09-12 12:00,66.60
2025-09-15 10:00,66.35
2025-09-15 14:00,66.54
2025-09-15 18:00,66.30
2025-09-15 19:00,66.35
2025-09-16 07:00,66.35
2025-09-16 08:00,66.36
2025-09-16 14:00,66.99
2025-09-16 16:00,66.98
2025-09-16 17:00,66.98
2025-09-18 17:00,65.94
2025-09-18 18:00,65.95
2025-09-19 12:00,65.88
2025-09-19 14:00,65.59
2025-09-19 15:00,65.26
2025-09-19 16:00,65.37
